timestamp,account_id,model_version,rank,proba,risk_tier,recommended_action,top_k_flag,case_report_generated,action_recommended,investigation_source,tool_calls,summary,action_source,error
2026-08-29 00:49:31.801381,A025455,Ensemble_LGBM_B_GNN,1.0,0.9936009153028468,CRITICAL,CRITICAL: recommend human review + soft-hold refunds,True,True,,,,,,
2026-08-29 00:49:31.801381,A010538,Ensemble_LGBM_B_GNN,2.0,0.9933868452053004,CRITICAL,CRITICAL: recommend human review + soft-hold refunds,True,True,,,,,,
2026-08-29 00:49:31.801381,A011351,Ensemble_LGBM_B_GNN,3.0,0.9921841498156768,CRITICAL,CRITICAL: recommend human review + soft-hold refunds,True,True,,,,,,
2026-08-29 00:49:31.801381,A026494,Ensemble_LGBM_B_GNN,4.0,0.9914512349274084,CRITICAL,CRITICAL: recommend human review + soft-hold refunds,True,True,,,,,,
2026-08-29 00:49:31.801381,A022581,Ensemble_LGBM_B_GNN,5.0,0.9912138865550784,CRITICAL,CRITICAL: recommend human review + soft-hold refunds,True,True,,,,,,
2026-08-29 00:49:31.801381,A025761,Ensemble_LGBM_B_GNN,6.0,0.989381216455385,HIGH,HIGH: recommend human review,True,True,,,,,,
2026-08-29 00:49:31.801381,A006574,Ensemble_LGBM_B_GNN,7.0,0.9888474275195586,HIGH,HIGH: recommend human review,True,True,,,,,,
2026-08-29 00:49:31.801381,A010391,Ensemble_LGBM_B_GNN,8.0,0.9880596378737432,HIGH,HIGH: recommend human review,True,True,,,,,,
2026-08-29 00:49:31.801381,A021748,Ensemble_LGBM_B_GNN,9.0,0.9871787849266644,HIGH,HIGH: recommend human review,True,True,,,,,,
2026-08-29 00:49:31.801381,A004963,Ensemble_LGBM_B_GNN,10.0,0.986950744973479,HIGH,HIGH: recommend human review,True,True,,,,,,
2026-08-29 00:49:31.801381,A010368,Ensemble_LGBM_B_GNN,11.0,0.9867573303101488,HIGH,HIGH: recommend human review,True,True,,,,,,
2026-08-29 00:49:31.801381,A027268,Ensemble_LGBM_B_GNN,12.0,0.9860888004252388,HIGH,HIGH: recommend human review,True,True,,,,,,
2026-08-29 00:49:31.801381,A028987,Ensemble_LGBM_B_GNN,13.0,0.9832260211765488,HIGH,HIGH: recommend human review,True,True,,,,,,
2026-08-29 00:49:31.801381,A016054,Ensemble_LGBM_B_GNN,14.0,0.9825630545907832,HIGH,HIGH: recommend human review,True,True,,,,,,
2026-08-29 00:49:31.801381,A005374,Ensemble_LGBM_B_GNN,15.0,0.9816916540843548,HIGH,HIGH: recommend human review,True,True,,,,,,
2026-08-29 00:49:31.801381,A005133,Ensemble_LGBM_B_GNN,16.0,0.9807540477641858,HIGH,HIGH: recommend human review,True,True,,,,,,
2026-08-29 00:49:31.801381,A025586,Ensemble_LGBM_B_GNN,17.0,0.9799548323317346,HIGH,HIGH: recommend human review,True,True,,,,,,
2026-08-29 00:49:31.801381,A027470,Ensemble_LGBM_B_GNN,18.0,0.9788825529273512,HIGH,HIGH: recommend human review,True,True,,,,,,
2026-08-29 00:49:31.801381,A013812,Ensemble_LGBM_B_GNN,19.0,0.9785683409758794,HIGH,HIGH: recommend human review,True,True,,,,,,
2026-08-29 00:49:31.801381,A017444,Ensemble_LGBM_B_GNN,20.0,0.978004758827282,HIGH,HIGH: recommend human review,True,True,,,,,,
2026-08-29 00:49:31.801381,A017072,Ensemble_LGBM_B_GNN,21.0,0.9763864748183444,MEDIUM,MEDIUM: recommend step-up verification on refund,True,True,,,,,,
2026-08-29 00:49:31.801381,A015511,Ensemble_LGBM_B_GNN,22.0,0.9761186745004762,MEDIUM,MEDIUM: recommend step-up verification on refund,True,True,,,,,,
2026-08-29 00:49:31.801381,A005122,Ensemble_LGBM_B_GNN,23.0,0.9757649834873834,MEDIUM,MEDIUM: recommend step-up verification on refund,True,True,,,,,,
2026-08-29 00:49:31.801381,A020938,Ensemble_LGBM_B_GNN,24.0,0.9742534580308062,MEDIUM,MEDIUM: recommend step-up verification on refund,True,True,,,,,,
2026-08-29 00:49:31.801381,A000457,Ensemble_LGBM_B_GNN,25.0,0.9739809711138072,MEDIUM,MEDIUM: recommend step-up verification on refund,True,True,,,,,,
2026-08-29 00:49:31.801381,A008407,Ensemble_LGBM_B_GNN,26.0,0.9702635922497276,MEDIUM,MEDIUM: recommend step-up verification on refund,True,True,,,,,,
2026-08-29 00:49:31.801381,A024579,Ensemble_LGBM_B_GNN,27.0,0.9683318476789724,MEDIUM,MEDIUM: recommend step-up verification on refund,True,True,,,,,,
2026-08-29 00:49:31.801381,A024263,Ensemble_LGBM_B_GNN,28.0,0.9649002549274656,MEDIUM,MEDIUM: recommend step-up verification on refund,True,True,,,,,,
2026-08-29 00:49:31.801381,A019629,Ensemble_LGBM_B_GNN,29.0,0.964728242575956,MEDIUM,MEDIUM: recommend step-up verification on refund,True,True,,,,,,
2026-08-29 00:49:31.801381,A027371,Ensemble_LGBM_B_GNN,30.0,0.9641036019652266,MEDIUM,MEDIUM: recommend step-up verification on refund,True,True,,,,,,
2026-08-29 00:49:31.801381,A013392,Ensemble_LGBM_B_GNN,31.0,0.9622897050632916,MEDIUM,MEDIUM: recommend step-up verification on refund,True,True,,,,,,
2026-08-29 00:49:31.801381,A012255,Ensemble_LGBM_B_GNN,32.0,0.9600885459790496,MEDIUM,MEDIUM: recommend step-up verification on refund,True,True,,,,,,
2026-08-29 00:49:31.801381,A014131,Ensemble_LGBM_B_GNN,33.0,0.9561260389696122,MEDIUM,MEDIUM: recommend step-up verification on refund,True,True,,,,,,
2026-08-29 00:49:31.801381,A018975,Ensemble_LGBM_B_GNN,34.0,0.9534527269747698,MEDIUM,MEDIUM: recommend step-up verification on refund,True,True,,,,,,
2026-08-29 00:49:31.801381,A016082,Ensemble_LGBM_B_GNN,35.0,0.9484368551516776,MEDIUM,MEDIUM: recommend step-up verification on refund,True,True,,,,,,
2026-08-29 00:49:31.801381,A025122,Ensemble_LGBM_B_GNN,36.0,0.948163345266503,MEDIUM,MEDIUM: recommend step-up verification on refund,True,True,,,,,,
2026-08-29 00:49:31.801381,A011345,Ensemble_LGBM_B_GNN,37.0,0.945965255984968,MEDIUM,MEDIUM: recommend step-up verification on refund,True,True,,,,,,
2026-08-29 00:49:31.801381,A023104,Ensemble_LGBM_B_GNN,38.0,0.9453383549823848,MEDIUM,MEDIUM: recommend step-up verification on refund,True,True,,,,,,
2026-08-29 00:49:31.801381,A027918,Ensemble_LGBM_B_GNN,39.0,0.9431468090651328,MEDIUM,MEDIUM: recommend step-up verification on refund,True,True,,,,,,
2026-08-29 00:49:31.801381,A026812,Ensemble_LGBM_B_GNN,40.0,0.9422597812913458,MEDIUM,MEDIUM: recommend step-up verification on refund,True,True,,,,,,
2026-08-29 00:49:31.801381,A028951,Ensemble_LGBM_B_GNN,41.0,0.9312603604801092,MEDIUM,MEDIUM: recommend step-up verification on refund,True,True,,,,,,
2026-08-29 00:49:31.801381,A023005,Ensemble_LGBM_B_GNN,42.0,0.9310768093751988,MEDIUM,MEDIUM: recommend step-up verification on refund,True,True,,,,,,
2026-08-29 00:49:31.801381,A015077,Ensemble_LGBM_B_GNN,43.0,0.9262418442078184,MEDIUM,MEDIUM: recommend step-up verification on refund,True,True,,,,,,
2026-08-29 00:49:31.801381,A001636,Ensemble_LGBM_B_GNN,44.0,0.9207859499220574,MEDIUM,MEDIUM: recommend step-up verification on refund,True,True,,,,,,
2026-08-29 00:49:31.801381,A009701,Ensemble_LGBM_B_GNN,45.0,0.9191304807745956,MEDIUM,MEDIUM: recommend step-up verification on refund,True,True,,,,,,
2026-08-29 00:49:31.801381,A021432,Ensemble_LGBM_B_GNN,46.0,0.9189271760291362,MEDIUM,MEDIUM: recommend step-up verification on refund,True,True,,,,,,
2026-08-29 00:49:31.801381,A000743,Ensemble_LGBM_B_GNN,47.0,0.9159623010066532,MEDIUM,MEDIUM: recommend step-up verification on refund,True,True,,,,,,
2026-08-29 00:49:31.801381,A015422,Ensemble_LGBM_B_GNN,48.0,0.9158562125288578,MEDIUM,MEDIUM: recommend step-up verification on refund,True,True,,,,,,
2026-08-29 00:49:31.801381,A007863,Ensemble_LGBM_B_GNN,49.0,0.9156355926112532,MEDIUM,MEDIUM: recommend step-up verification on refund,True,True,,,,,,
2026-08-29 00:49:31.801381,A028228,Ensemble_LGBM_B_GNN,50.0,0.9141792949795998,MEDIUM,MEDIUM: recommend step-up verification on refund,True,True,,,,,,
2026-08-29 00:49:31.801381,A016017,Ensemble_LGBM_B_GNN,51.0,0.9114520520810868,MEDIUM,MEDIUM: recommend step-up verification on refund,True,True,,,,,,
2026-08-29 00:49:31.801381,A002796,Ensemble_LGBM_B_GNN,52.0,0.9067539160851378,MEDIUM,MEDIUM: recommend step-up verification on refund,True,True,,,,,,
2026-08-29 00:49:31.801381,A011743,Ensemble_LGBM_B_GNN,53.0,0.9067351721160176,MEDIUM,MEDIUM: recommend step-up verification on refund,True,True,,,,,,
2026-08-29 00:49:31.801381,A023242,Ensemble_LGBM_B_GNN,54.0,0.8990695779116089,MEDIUM,MEDIUM: recommend step-up verification on refund,True,True,,,,,,
2026-08-29 00:49:31.801381,A016914,Ensemble_LGBM_B_GNN,55.0,0.8960333481874545,MEDIUM,MEDIUM: recommend step-up verification on refund,True,True,,,,,,
2026-08-29 00:49:31.801381,A004508,Ensemble_LGBM_B_GNN,56.0,0.8946676775198426,MEDIUM,MEDIUM: recommend step-up verification on refund,True,True,,,,,,
2026-08-29 00:49:31.801381,A015258,Ensemble_LGBM_B_GNN,57.0,0.8927403179141302,MEDIUM,MEDIUM: recommend step-up verification on refund,True,True,,,,,,
2026-08-29 00:49:31.801381,A015167,Ensemble_LGBM_B_GNN,58.0,0.8910292982162011,MEDIUM,MEDIUM: recommend step-up verification on refund,True,True,,,,,,
2026-08-29 00:49:31.801381,A017704,Ensemble_LGBM_B_GNN,59.0,0.8901028888680971,MEDIUM,MEDIUM: recommend step-up verification on refund,True,True,,,,,,
2026-08-29 00:49:31.801381,A005757,Ensemble_LGBM_B_GNN,60.0,0.8897472801007517,MEDIUM,MEDIUM: recommend step-up verification on refund,True,True,,,,,,
2026-08-29 00:49:31.801381,A014387,Ensemble_LGBM_B_GNN,61.0,0.8878529836831226,LOW,LOW: monitor — no immediate refund action,True,True,,,,,,
2026-08-29 00:49:31.801381,A003659,Ensemble_LGBM_B_GNN,62.0,0.8862649470927136,LOW,LOW: monitor — no immediate refund action,True,True,,,,,,
2026-08-29 00:49:31.801381,A019983,Ensemble_LGBM_B_GNN,63.0,0.8832426805837873,LOW,LOW: monitor — no immediate refund action,True,True,,,,,,
2026-08-29 00:49:31.801381,A017445,Ensemble_LGBM_B_GNN,64.0,0.8827160827882825,LOW,LOW: monitor — no immediate refund action,True,True,,,,,,
2026-08-29 00:49:31.801381,A008783,Ensemble_LGBM_B_GNN,65.0,0.8826059766790266,LOW,LOW: monitor — no immediate refund action,True,True,,,,,,
2026-08-29 00:49:31.801381,A029873,Ensemble_LGBM_B_GNN,66.0,0.8822263147957115,LOW,LOW: monitor — no immediate refund action,True,True,,,,,,
2026-08-29 00:49:31.801381,A027981,Ensemble_LGBM_B_GNN,67.0,0.880911762146342,LOW,LOW: monitor — no immediate refund action,True,True,,,,,,
2026-08-29 00:49:31.801381,A001133,Ensemble_LGBM_B_GNN,68.0,0.8797266511499906,LOW,LOW: monitor — no immediate refund action,True,True,,,,,,
2026-08-29 00:49:31.801381,A002799,Ensemble_LGBM_B_GNN,69.0,0.8796857159341482,LOW,LOW: monitor — no immediate refund action,True,True,,,,,,
2026-08-29 00:49:31.801381,A004876,Ensemble_LGBM_B_GNN,70.0,0.879580283310532,LOW,LOW: monitor — no immediate refund action,True,True,,,,,,
2026-08-29 00:49:31.801381,A023766,Ensemble_LGBM_B_GNN,71.0,0.8795455833413952,LOW,LOW: monitor — no immediate refund action,True,True,,,,,,
2026-08-29 00:49:31.801381,A020911,Ensemble_LGBM_B_GNN,72.0,0.8794277568747015,LOW,LOW: monitor — no immediate refund action,True,True,,,,,,
2026-08-29 00:49:31.801381,A011338,Ensemble_LGBM_B_GNN,73.0,0.8792587861598686,LOW,LOW: monitor — no immediate refund action,True,True,,,,,,
2026-08-29 00:49:31.801381,A005792,Ensemble_LGBM_B_GNN,74.0,0.8779536877698255,LOW,LOW: monitor — no immediate refund action,True,True,,,,,,
2026-08-29 00:49:31.801381,A026367,Ensemble_LGBM_B_GNN,75.0,0.8715732614353531,LOW,LOW: monitor — no immediate refund action,True,True,,,,,,
2026-08-29 00:49:31.801381,A021568,Ensemble_LGBM_B_GNN,76.0,0.8706566942999729,LOW,LOW: monitor — no immediate refund action,True,True,,,,,,
2026-08-29 00:49:31.801381,A009773,Ensemble_LGBM_B_GNN,77.0,0.8694197605072489,LOW,LOW: monitor — no immediate refund action,True,True,,,,,,
2026-08-29 00:49:31.801381,A029561,Ensemble_LGBM_B_GNN,78.0,0.8679320152007108,LOW,LOW: monitor — no immediate refund action,True,True,,,,,,
2026-08-29 00:49:31.801381,A029491,Ensemble_LGBM_B_GNN,79.0,0.8669868803072589,LOW,LOW: monitor — no immediate refund action,True,True,,,,,,
2026-08-29 00:49:31.801381,A028310,Ensemble_LGBM_B_GNN,80.0,0.8636529175852712,LOW,LOW: monitor — no immediate refund action,True,True,,,,,,
2026-08-29 00:49:31.801381,A012468,Ensemble_LGBM_B_GNN,81.0,0.8609788788338619,LOW,LOW: monitor — no immediate refund action,True,True,,,,,,
2026-08-29 00:49:31.801381,A002081,Ensemble_LGBM_B_GNN,82.0,0.8578699083320006,LOW,LOW: monitor — no immediate refund action,True,True,,,,,,
2026-08-29 00:49:31.801381,A002389,Ensemble_LGBM_B_GNN,83.0,0.8574839305351285,LOW,LOW: monitor — no immediate refund action,True,True,,,,,,
2026-08-29 00:49:31.801381,A027153,Ensemble_LGBM_B_GNN,84.0,0.854339038655312,LOW,LOW: monitor — no immediate refund action,True,True,,,,,,
2026-08-29 00:49:31.801381,A000688,Ensemble_LGBM_B_GNN,85.0,0.8537948855574929,LOW,LOW: monitor — no immediate refund action,True,True,,,,,,
2026-08-29 00:49:31.801381,A008047,Ensemble_LGBM_B_GNN,86.0,0.8521763334381215,LOW,LOW: monitor — no immediate refund action,True,True,,,,,,
2026-08-29 00:49:31.801381,A017277,Ensemble_LGBM_B_GNN,87.0,0.8509998326008466,LOW,LOW: monitor — no immediate refund action,True,True,,,,,,
2026-08-29 00:49:31.801381,A024122,Ensemble_LGBM_B_GNN,88.0,0.8499399108760014,LOW,LOW: monitor — no immediate refund action,True,True,,,,,,
2026-08-29 00:49:31.801381,A028863,Ensemble_LGBM_B_GNN,89.0,0.8494897098184138,LOW,LOW: monitor — no immediate refund action,True,True,,,,,,
2026-08-29 00:49:31.801381,A016119,Ensemble_LGBM_B_GNN,90.0,0.8467816530533725,LOW,LOW: monitor — no immediate refund action,True,True,,,,,,
2026-08-29 00:49:31.801381,A021646,Ensemble_LGBM_B_GNN,91.0,0.8465301626107302,LOW,LOW: monitor — no immediate refund action,True,True,,,,,,
2026-08-29 00:49:31.801381,A020425,Ensemble_LGBM_B_GNN,92.0,0.8439013455277999,LOW,LOW: monitor — no immediate refund action,True,True,,,,,,
2026-08-29 00:49:31.801381,A004336,Ensemble_LGBM_B_GNN,93.0,0.843593311400088,LOW,LOW: monitor — no immediate refund action,True,True,,,,,,
2026-08-29 00:49:31.801381,A004732,Ensemble_LGBM_B_GNN,94.0,0.8435657416282818,LOW,LOW: monitor — no immediate refund action,True,True,,,,,,
2026-08-29 00:49:31.801381,A014303,Ensemble_LGBM_B_GNN,95.0,0.8424192786113138,LOW,LOW: monitor — no immediate refund action,True,True,,,,,,
2026-08-29 00:49:31.801381,A017487,Ensemble_LGBM_B_GNN,96.0,0.8414800696906939,LOW,LOW: monitor — no immediate refund action,True,True,,,,,,
2026-08-29 00:49:31.801381,A015775,Ensemble_LGBM_B_GNN,97.0,0.8413573127423823,LOW,LOW: monitor — no immediate refund action,True,True,,,,,,
2026-08-29 00:49:31.801381,A027968,Ensemble_LGBM_B_GNN,98.0,0.8405644090633652,LOW,LOW: monitor — no immediate refund action,True,True,,,,,,
2026-08-29 00:49:31.801381,A017486,Ensemble_LGBM_B_GNN,99.0,0.8402325263410717,LOW,LOW: monitor — no immediate refund action,True,True,,,,,,
2026-08-29 00:49:31.801381,A015398,Ensemble_LGBM_B_GNN,100.0,0.8388649314233136,LOW,LOW: monitor — no immediate refund action,True,True,,,,,,
2026-08-29 00:49:31.801381,A027749,Ensemble_LGBM_B_GNN,101.0,0.838236133921241,LOW,LOW: monitor — no immediate refund action,True,True,,,,,,
2026-08-29 00:49:31.801381,A002532,Ensemble_LGBM_B_GNN,102.0,0.8379484340984791,LOW,LOW: monitor — no immediate refund action,True,True,,,,,,
2026-08-29 00:49:31.801381,A013661,Ensemble_LGBM_B_GNN,103.0,0.837488629063774,LOW,LOW: monitor — no immediate refund action,True,True,,,,,,
2026-08-29 00:49:31.801381,A022895,Ensemble_LGBM_B_GNN,104.0,0.8361872330799751,LOW,LOW: monitor — no immediate refund action,True,True,,,,,,
2026-08-29 00:49:31.801381,A027289,Ensemble_LGBM_B_GNN,105.0,0.8356012611720015,LOW,LOW: monitor — no immediate refund action,True,True,,,,,,
2026-08-29 00:49:31.801381,A000799,Ensemble_LGBM_B_GNN,106.0,0.8336345229402671,LOW,LOW: monitor — no immediate refund action,True,True,,,,,,
2026-08-29 00:49:31.801381,A004078,Ensemble_LGBM_B_GNN,107.0,0.832112058563571,LOW,LOW: monitor — no immediate refund action,True,True,,,,,,
2026-08-29 00:49:31.801381,A007178,Ensemble_LGBM_B_GNN,108.0,0.8320893695602005,LOW,LOW: monitor — no immediate refund action,True,True,,,,,,
2026-08-29 00:49:31.801381,A008115,Ensemble_LGBM_B_GNN,109.0,0.8311663234627156,LOW,LOW: monitor — no immediate refund action,True,True,,,,,,
2026-08-29 00:49:31.801381,A006503,Ensemble_LGBM_B_GNN,110.0,0.8305148088070953,LOW,LOW: monitor — no immediate refund action,True,True,,,,,,
2026-08-29 00:49:31.801381,A019787,Ensemble_LGBM_B_GNN,111.0,0.8302435044593488,LOW,LOW: monitor — no immediate refund action,True,True,,,,,,
2026-08-29 00:49:31.801381,A007742,Ensemble_LGBM_B_GNN,112.0,0.8297938354376018,LOW,LOW: monitor — no immediate refund action,True,True,,,,,,
2026-08-29 00:49:31.801381,A013092,Ensemble_LGBM_B_GNN,113.0,0.8277223669004935,LOW,LOW: monitor — no immediate refund action,True,True,,,,,,
2026-08-29 00:49:31.801381,A026868,Ensemble_LGBM_B_GNN,114.0,0.8244779903791589,LOW,LOW: monitor — no immediate refund action,True,True,,,,,,
2026-08-29 00:49:31.801381,A028838,Ensemble_LGBM_B_GNN,115.0,0.8243324274779673,LOW,LOW: monitor — no immediate refund action,True,True,,,,,,
2026-08-29 00:49:31.801381,A005996,Ensemble_LGBM_B_GNN,116.0,0.8235940365481942,LOW,LOW: monitor — no immediate refund action,True,True,,,,,,
2026-08-29 00:49:31.801381,A012811,Ensemble_LGBM_B_GNN,117.0,0.8216385990901891,LOW,LOW: monitor — no immediate refund action,True,True,,,,,,
2026-08-29 00:49:31.801381,A023643,Ensemble_LGBM_B_GNN,118.0,0.8189920244093716,LOW,LOW: monitor — no immediate refund action,True,True,,,,,,
2026-08-29 00:49:31.801381,A012182,Ensemble_LGBM_B_GNN,119.0,0.8188039784837811,LOW,LOW: monitor — no immediate refund action,True,True,,,,,,
2026-08-29 00:49:31.801381,A016639,Ensemble_LGBM_B_GNN,120.0,0.8182557776587753,LOW,LOW: monitor — no immediate refund action,True,True,,,,,,
2026-08-29 00:49:31.801381,A001405,Ensemble_LGBM_B_GNN,121.0,0.817741309520088,LOW,LOW: monitor — no immediate refund action,True,True,,,,,,
2026-08-29 00:49:31.801381,A020715,Ensemble_LGBM_B_GNN,122.0,0.8157548309028104,LOW,LOW: monitor — no immediate refund action,True,True,,,,,,
2026-08-29 00:49:31.801381,A005856,Ensemble_LGBM_B_GNN,123.0,0.8136031215204185,LOW,LOW: monitor — no immediate refund action,True,True,,,,,,
2026-08-29 00:49:31.801381,A024688,Ensemble_LGBM_B_GNN,124.0,0.8130281109251208,LOW,LOW: monitor — no immediate refund action,True,True,,,,,,
2026-08-29 00:49:31.801381,A005750,Ensemble_LGBM_B_GNN,125.0,0.8115521074066088,LOW,LOW: monitor — no immediate refund action,True,True,,,,,,
2026-08-29 00:49:31.801381,A017717,Ensemble_LGBM_B_GNN,126.0,0.8102810863696681,LOW,LOW: monitor — no immediate refund action,True,True,,,,,,
